user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
A Google user,"Its okay, counter intuitive controls and fewer songs than Google play music, and playlists are samey, but with Google play music going away its the next best thing.",3,0,2019-04-19 00:38:23,,
A Google user,i admit when i first got this app it was an amazing experience. i could search and listen to all sorts of bands from mainstream to obscure. now however it seems that all i get are hindu hits and nature sounds mixed in with native. you have cerrainly ruined a good app and its been uninstalled and I will tell all my friends not to bother with spotify anymore.,1,0,2019-04-18 17:54:08,,
A Google user,"I love Spotify, but not so much on Android. somehow this is just much easier to use on my iPad. android UI is especially bad in Offline mode. the home scren doesnt show your offline playlists.",3,0,2019-04-18 13:23:26,,
A Google user,"Excellent. Spotify opens up the World of music. High quality device/sound controls .. accurate and appropriate suggestions very much related to the music you are listening to, easy to use intuitive application ... need I go on with an endless list of advantages over other platforms? Try it for yourself and see. 😊",5,0,2019-04-18 04:59:49,,
A Google user,"Amazing app, awesome integration with other devices, quite open song selection, premium plans have fair prices and the app's interface overall is just intuitive and amazing to use, yet simple and somewhat elegant.",5,0,2019-04-18 01:13:51,,
A Google user,"it's been a good experience till now. It just got released in India and I'm happy it did. It has good features even in the freemium version. There's actually no requirement of the premium. The only thing is some songs aren't available to play in my country. Any help with this. Except that, this is my permanent music streamer now.",5,6,2019-04-17 22:45:52,,
A Google user,"Hate it. it won't let me chose the song I want in my playlist,I click the 'more' button but when a click a song on it it gives me the stupid preview part. worst app I've downloaded and a waste of space",1,0,2019-04-17 22:03:58,,
A Google user,Spotify is an excellent service. The playlists and AI curated playlists are vry well made and seem to always to get the right mood. the quality of the tracks are superb for digital copies. The UI is complete garbage however and seems to get progressively less intuitive. This is easily fixed and would make the experience a 5/5 one at that.,4,0,2019-04-17 21:13:04,,
A Google user,"well i really love this app for the reason that it's not just a music library. it's intuitive, n plays around. I'm only annoyed that at least the sleep binaural music that i play sometimes at night didn't have any ads. im an ad man n i get why a ads but I'll not when I'm trying to sleep. the name says sleep, it's so easy to work around. n i may have paid for it, but this ad in my sleep just drove me not to.",3,7,2019-04-17 20:06:42,,
A Google user,"The best app for streaming music in my opinion. Great UI, great recommendations and results, just an all-around great app. I will never use anything else.",5,0,2019-04-17 14:32:08,,
A Google user,Spotify stopped reacting to steering wheel button. I've tried uninstall and reinstall many times. But still the same. Spotify please do something. Thanks,1,0,2019-04-17 14:24:36,,
A Google user,"I like spotify's service but the app has lately become terrible. It's slow when it doesn't need to be (e.g. loading offline playlists when on a weak internet connection), generally laggy (e.g. on startup, when showing the three-dot context menu). The interface has constantly become less intuitive, e.g. the queue is no longer directly accessible from the current track screen. The playlist search that has been moved to a context menu. All this used to be better in an earlier version - but WHY??",2,11,2019-04-17 11:00:07,,
A Google user,"over a year usage, still cant learn my taste. worst song suggestions than free apps. why do all song suggestions must be sad, graveyard songs? in youtube, you can plan one song, hit the playlist button and you'll be send places, for hours!",1,1,2019-04-17 09:46:57,,
A Google user,"this used to be the best paid music streaming service for me, now Spotify Premium is indistinguishable from the free version. They removed the all songs option which I used quite often. Now in offline mode I can't see any playlist or albums since I haven't downloaded complete albums or playlists yet, even though I have 16 gb of music on my device. Why would you remove features like this? I'm going back to apple music if this doesn't change.",1,18,2019-04-17 06:49:30,,
A Google user,"Great UI, all the music you could ever want, and they reccomend music that you might like through the Discover Weekly playlist. By the way, this is not a paid review, I just love this app. If you don't have it, get it. Hulu is also included with Spotify Premium, which is great and adds even more value to the $10 monthly subscription.",5,33,2019-04-16 20:06:54,,
A Google user,"I have had this app for quite a while now and it works really great, however with a recent update I lost the ability to save my downloaded songs to my sd card and I have no idea why. It sucks because I have almost no space on my internal storage and a lot on the sd card. I hope this option will be added back again.",2,0,2019-04-16 17:18:46,,
A Google user,Not a fan of the button placement for casting to another device. It was fine in the middle where it was. Also having to press on the band name to go to there page isn't the best. Again getting a little list to go to that particular album etc was much better. Please take on board,3,0,2019-04-16 14:59:50,,
A Google user,My music keeps scratching and it ruins the whole listening experience. I keep having to constantly turn my phone screen on to stop the scratching noise but a few minutes after the screen times out the scratching starts again,1,0,2019-04-16 10:24:33,,
A Google user,"Best UI, great selection of everything you could think of or want, so intuitive, and quick. Couldn't make it through a day without spotify.",5,0,2019-04-16 05:36:43,,
A Google user,"Can't even sign in. Can't change password, can't send support requests w/out signing in. Password reset links ALL ""invalid;"" email address alternately shown as either ""already taken"" (ahem. my account) or ""no account associated w/that email."" Forums direct me to support link that requires signin... UNINSTALLING GLADLY.",1,0,2019-04-16 00:37:28,,
A Google user,"the new gui after recent update is not good as the previous one. it feels like too much constrained, rather than the previous one which used to have a free flowing interface in almost every direction. this rating is for GUI not for content.",2,1,2019-04-15 14:11:48,,
A Google user,"Good app. Some original versions of songs are not available though, mostly revival. And sometimes, search button takes a long time to load",4,0,2019-04-15 11:07:36,,
A Google user,"i am a premium user and love the music experience on Spotify, BUT these stability issues on android 9 (🥧) have to be fixed. i have been putting up with extemely slow page load times for nearly a month. im talking about 15 sec + makes it pretty much un usable. I can no longer recommed spotify to my friends with confidence. Came here to see if i could revert to a previous build. Looks like i cant. maybe time to look elsewhere",2,3,2019-04-14 22:04:57,,
A Google user,"Love Spotify! I give it five stars because there isn't really anything I can complain about. I do wish the app had a built in equalizer, like a ten band. Also would love to see some hd options like Tidal. Tidals customer service is enough for me to never leave Spotify. please make this happen folks.",5,1,2019-04-14 20:35:06,,
A Google user,"I really love Spotify. But lately the relationship just isn't working out. Search is broken for me, and support hasn't been able to help. If I can't search and browse for music, what's the point? I've quit my Premium membership, other services aren't as nice, but they do work better. Sorry Spotify, it's you, not me.",2,0,2019-04-14 17:46:52,,
A Google user,"So the app is great. And it works well. And it's able to do well even on Normal data. All good. The problem is with the music or the availability of it. Whatever contractual shenanigans are plaguing Spotify, well they've led to Spotify having a piss poor collection of music. Many notable bands like for example slipknot and stone sour among many others have no songs on the platform in India. Others like anthrax don't have their newer stuff. They need their contracts stuff done for this to work.",2,0,2019-04-14 17:28:28,,
A Google user,"Absolutely love this app, I created a14 hour wedding playlist on this!!!!, all sorts of songs and genre's of music to suit everyone. I love the freedom it gives you to listen to every different type of music you like then it gives you suggestions to other playlist you could be interested in. Once you have made your play lists they're there for as long as you want them and you have around a billion songs and artists to choose from. The absolute best app out there bar none!",5,8,2019-04-14 15:29:25,,
A Google user,Awesome app and with premium only $9.99 you get Hulu included unlimited skips and no adds ! build your own playlists and listen offline anywhere. highly recommend for xbox users or any music enthusiast.,5,1,2019-04-14 10:47:33,,
A Google user,"i like this app so much when it comes to music but the new update ruins everything it exit randomly and the song is automatically playing even though i didn't pick a song to play, please fix this immediately",2,0,2019-04-14 09:23:04,,
A Google user,"I like that my music selections don't just ""disappear"" after I have built my playlists and that virtually any song I want I can download. Thank you Spotify!",5,0,2019-04-13 23:38:51,,
A Google user,"Only gave one star so I could say how badly this app sucks. What I did like about the app was ruined with the latest release. It's infuriating to not be able to see all my downloaded music in one list and as of today I don't even get to see my recently played anymore. As soon as I can talk the rest of the family into it, I'll let my money do the talking and find another music source. Let me listen to music the way I choose.",1,0,2019-04-13 22:42:49,,
A Google user,just got Spotify yesterday and it worked great so I got premium and now app won't even open................ As a previous business owner I know there are alway glitches and catch that screw things up. What show a GOOD business is how you answer and fix these issues. Spotify responded very quickly and had a fix for my problem immediately. To me that shows a good business.,5,2,2019-04-13 21:48:48,,
A Google user,"This is a truly awesome app. Fantastic selection of music, and intuitive programming that learns and remembers your specific music preferences, searches, preferred artists, etc. to build a number of daily playlists and recommendations specific to you and your style of music. Highly recommended app",5,0,2019-04-13 14:38:40,,
A Google user,"Awful since the last update. Crashing, or taking forever to load. Spotify customer service told me to restore my phone to factory settings to fix 🤣. They need to look at all the comments on here and quickly realise it's the app that's the problem. Does anyone have a recommendation for a music streaming service because if it's not fixed soon I'm going somewhere else.",2,45,2019-04-13 10:48:21,,
A Google user,This app is amazing. I can't describe it. But i have 2 suggestion if you can make sure to add it public will really appreciate it. 1. Pls add lyrics option. Because many of the people like to read lyrics while song is playing. 2. Pls add a option to suffle songs. I suggest that you should also add a shuffle button to all playlists.,5,0,2019-04-13 09:00:09,,
A Google user,Best app and personally my first choice for songs but the non premium users might face frustrating things such as limited number of skips or not being able to play full songs but only a few seconds and ton of ads on UI and between songs.,4,0,2019-04-13 08:02:30,,
A Google user,A major slipback! there is no repeat button for the playlist in the application however in the pc version we have the repeat button please look through it and get this app a looping button.,2,0,2019-04-13 04:47:20,,
A Google user,"Super duper, eurodance! UPDATE: REDUCED TO 3 STARS: the app freezes so much, constantly either waiting for it to respond or closing the app. I will delete this soon if it continues for much longer. UPDATE: REDUCED TO 1 STAR. Freezes with one button press, android notification that tells me spotify is running wont go away, android notification that Spotify is using battery wont go away, freezes and crashes if you try to use any functions of the app, it behaves like a VIRUS, uninstalled.",1,4,2019-04-12 21:20:04,,
A Google user,"I can't believe I paid for a year's subscription without doing my research. Whatever experience Ive had with Spotify before the Indian release has been so good that I quit other apps. As soon as it launched in India and being loyal to the whole developer community I purchased a yearly subscription only to realize due to copyright issues with Warner music countless artists don't show up on the Spotify which a big bummer. Artists like Led Zeplin, LP, David Bowie etc to name a few. Disappointed 😥",2,2,2019-04-12 14:11:55,,
A Google user,"Good app overall. Some minor nuances prevent this app from surpassing other streaming apps in terms of overall UI. An example would be directly adding songs to a playlist during playback (Desktop). The option for different themes would be nice, such as green-white, for instance. No major complaints.",3,0,2019-04-12 12:53:30,,
A Google user,Not able to find a lot of English songs. Hoping that it would be fixed in the upcoming updates. Good recommendations for Telugu and Hindi songs. But need to increase the library of songs. Price for premium is a bit high. Understand that it is required to break even but would expect the prices for the premium facility to be reduced in the forseeable future,4,5,2019-04-12 08:13:27,,
A Google user,"Solid app but everytime I update, its a chance. The UI gets changed almost everytime and it gets annoying since I have grown accustomed to an older versions UI. You guys either gotta have an option to revert to an old UI or just pick one and stick with it.",4,2,2019-04-11 19:41:30,,
A Google user,I really like the music selection but the app has issues. It seems that once it has run for a while the screen will get locked on ads. I quit using it for a while because of a similar problem before. It just gets really annoying. Please fix this.,3,2,2019-04-11 18:37:13,,
A Google user,"The UI is easy to use, the student discount is amazing, and the song database is huge. I would recommend Spotify to anyone.",5,0,2019-04-11 07:38:08,,
A Google user,"Exceptional, but needs search function update. Ive been putting off getting spotify premium for a long time. Being a YT Music user, i enjoy the quickness and accessibility of YT. But with Spotify i get more personalized stations, and also Ps4 access.. Only problem is how lanky it feels to search a song or artist. The search funtion just needs an update to make it more user friendly. Will most likely be canceling other subs for this still.",4,0,2019-04-11 04:02:57,,
A Google user,"Very good app, unfortunate that you can only choose what song you listen to in the desktop app and premuim. 4 stars because sometimes on the mobile app it adds other music to my playlist.",4,0,2019-04-11 04:01:57,,
A Google user,"after last update on my Galaxy S8 the app suddenly stops playing music. I have to open the app and hit play button. Also when I want to restart the current song or go to the previous song with the widget on lock screen it is not possible, I have to unlock the phone and open the app.",1,0,2019-04-11 02:48:38,,
A Google user,"I love spotify but this app is horrendous. no other app has consistently encounters so many different problems when on my devices. locking up, thinking im offline, closing then continuing to play sound, failing to cast, not loading search page, failing to find friends, randomly changing to another song/playlist for no reason. So incredibly frustrating at times it takes me to breaking point and makes me want to go to the play store and leave a scathing review",1,2,2019-04-11 00:56:18,,
A Google user,"I'd give 5 stars if there was a button to add an entire album to a playlist After leaving the house and losing wifi music slowly deltes itself throughout the day. Also its started to play random unsaved songs while ""playing a playlist."" At this rate if it keeps getting worse I'll gladly uninstall Spotify.",2,0,2019-04-11 00:55:49,,
A Google user,The app used to be amazing but now its absolutely rubbish with the new version. Now when I add a song it adds about 15 more so then I have to delete them. Making a playlist is way too time consuming. Now when I make a playlist its on shuffle mode (its impossible to change it without premuim) so I cant choose what song to kick off the playlist. This is a minor concern but still bad. Also when I play my playlist I often end up listening to some stupid 9 minute long song and you now cant skip songs,1,0,2019-04-10 19:20:20,,
A Google user,"I've had spotify for over 5 years, but this new update sucks. GIVE ME THE ABILITY TO TURN IT HORIZONTAL WHEN LISTENING TO MUSIC AGAIN!!!!! My aux jack is on the bottom of my phone, just like everyone elses, I turn it sideways so my chord doesn't get all bent.",1,0,2019-04-10 19:11:54,,
A Google user,update broke my ability to seek through it podcast with my car stereo. now my seek controls skip to the next track.apparently to Spotify developers are trying to kill me by forcing me to open my phone navigate to the current track playing screen and hit the seek ahead 15 seconds button.,2,2,2019-04-10 15:25:10,,
A Google user,android pie seems to have issues with the buttons working on the lock screen when playing music. have to reinstall the app every time to get them to work,3,0,2019-04-10 14:37:56,,
A Google user,"Music content is great but the app itself is super confusing. Still haven't figured out how to build a queue on the fly and reorder the songs. I wish it was more like the Sonos app, which is so easy to use.",2,0,2019-04-10 13:25:52,,
A Google user,Waited for it to launch in India for ages and the moment it launched signed up for the premium membership... Even though the audio quality and the app is perfect and intuitive but I'm really disappointed because majority of the songs that you want to listen are greyed out or not available... Even some of the famous chart toppers are greyed out... The membership fees is more than all the other competition and many songs are not available which results in destroying the experience.,1,2,2019-04-10 09:39:59,,
A Google user,"good at first but now im having multiple playback issues and the app keeps crashing. pretty upset, it started with bluetooth but now it doesnt matter it crashes mid song and makes it start over 60% of the time. super bummed please look into it. spring break is next week, i have bangers to play but i need to be confident that the app wont fail and ruin the stoke while im on aux. if you can fix this app is great. if not ill have to accept my fate as untrustworthy aux guy.",2,4,2019-04-10 04:03:36,,
A Google user,"as far as music streaming services go, this is my personal favorite. the UI is clean and easy to navigate and never have I wanted to hear a song and searched only to find it not there.",5,1,2019-04-10 01:37:00,,
A Google user,"The app is great and all, but recent updates appear to have introduced issues around controlling the app via bluetooth & the lock screen when the phone is locked, and the widget when the phone isn't locked. 09/04/19 update - latest update is definitely an improvement on this issue, but still requires more work",3,0,2019-04-09 23:52:48,,
A Google user,"After the update its not the same anymore instead of the '+' it had a little heart to show that you 'like' the music rather than add to library, the albums don't show up properly i have duplicates of the same album and some are missing and it os not well designed anymore since the update yesterday, I pay for premium and I really don't want to pay for this change.",1,4,2019-04-09 20:25:34,,
A Google user,spotify is a great way to listen to and catalogue music you already know and love. I rarely run into issues with the app and any kinks are usually worked out very quickly.,4,0,2019-04-09 17:17:57,,
A Google user,User experience design is really bad.. I like Spotify library but it seems others like anghamy lay out the app in a much user friendly way.. Example your menu to access anything about a song is way up on the right of the screen.. Where it should be at the bottom closer to the play and stop buttons. It's very inconvenient. I cannot manipulate my Playlists adding as song or removing a song except if I go way up the screen to access the menu. Also I can't reorder and sort Playlists from app.,3,0,2019-04-09 10:13:29,,
A Google user,Great but...of bcs i rate it 4 stars...when I press the top left button looking like this (V) when I press it...it shows an advertisement and I pressed dismiss it goes back to the song I am playing that's why I hated it *hmph*...(I hope Spotify sees this),4,0,2019-04-09 09:57:56,,
A Google user,Awesome app with perfect playlists and recommendations and UI. Totally worth buying it if you're into music but Indian version has a lot less artists. Led Zeppelin and Coldplay are not available in India. Such a deal breaker. Otherwise it would've been 5 stars. Also there are a little lags and app crashes recently.,3,6,2019-04-09 09:35:17,,
A Google user,"Just getting started, but the tailored playlists are cool. Listening to some recent work by artists I haven't heard in quite a while, and offshoots of groups I was at one time very interested in. Then I see that my second playlist is much more the sorts of things I'm currently most involved in, so thematically very diverse and intriguing...curious what future lists might be comprised of.",5,0,2019-04-09 08:16:41,,
A Google user,Having access to my favorite music at the push of button has significantly improved the quality of my life. I never realized how much I was missing my favorite music until now. Thank you Spotify,5,0,2019-04-08 22:01:43,,
A Google user,"I'd go for 5 stars except for: car mode in landscape is really random... the timeline bar should be further from the like/dislike buttons because 9 out of 10 times it's a miss. Can't find an easy way to go back into car mode if I exit it for any reasons. Can't ""unblock"" accidentally blocked songs in the playlists. And finally, Private Session should be more easily accessible.",4,8,2019-04-08 20:47:04,,
A Google user,"Great music service but Daily Mixes are not working - I switched from Deezer because Spotify in general has more functionality and a larger community. When I first started on Spotify I really enjoyed the daily mixes as a way to discover new music. However, recently the Daily mixes are always the same and no longer load new music at the end of the playlist (also the heart and dislike buttons are gone). Essentially they have become 5 unchanging normal playlists. Samsung galaxy s9",3,0,2019-04-08 19:29:16,,
A Google user,the bar that normally shows up to skip songs outside the app no longer shows. Very inconvenient when your headphones don't have a skip button.,3,0,2019-04-08 17:01:16,,
A Google user,"7 years strong! Been using this app for 7 years(premium), and haven't once had one issue. The library is massive and the UI is friendly(the new one looks very sleek) keep on keeping on Spotify, You have my vote!",5,11,2019-04-08 12:26:49,,
A Google user,"keep asking upgrade premium to get beter experience, lack many futures in free user now, the old ui was the best, can't suffel more music now and can't play music from play list what ever you like to start , your apps is good on practical term only,",1,4,2019-04-08 12:05:11,,
A Google user,"App is great and 5 star for that but I would like more features. Things I would like to see in the app. - Repeat track option. - Sound Equilizer. - Swiping down at the ""Now Playing Song"" should take you back to where you were, navigation wise.",5,0,2019-04-08 11:32:09,,
A Google user,"Finally spotify is officially available in India. Everything else is great, but why aren't we getting the songs by Ed, Panic!, Paramore, Bruno, Twenty one pilots, etc. The list is very big! We are paying for a better music experience and it's quite well but still it feels incomplete. The new interface is good. Waiting for so long and we want to enjoy more music from our fav artists.",5,0,2019-04-08 04:12:40,,
A Google user,"I like the design and how many songs are in this app but what I don't like is that how other songs that I didn't add to my playlist play. It pissed me off a little bit. I don't know if I'm the only one having this, but please fix it. And please make it so that the user can just click on the song and it just starts playing, and also make it so that the user can pick either to shuffle, play in order, etc.",3,2,2019-04-07 17:02:57,,
A Google user,The new UI update is sheerly sluggish. The albums in the albums tab take more than 2 sec to open. Like the old UI better because it's fast & fuild. Please take this into consideration.,1,2,2019-04-07 15:22:17,,
A Google user,The new UI update is a big improvement! Really like that we can now turn off the musics videos autoplaying as i really prefer seeing the album art.,5,1,2019-04-07 11:38:11,,
A Google user,"Just became a premium member, and you guys changed the layout. the layout isnt a problem to me but i really preferred the like dislike button before I took the premium subscription. also there seems to be some issue when you disconnect Bluetooth audio accessories, random muting, sudden play/pause. Specifically if i connect or change my Bluetooth headphones, the song plays for like 1or 2 seconds and just pauses and repeats the same every time I try to play it...",1,0,2019-04-07 09:39:09,,
A Google user,The interface and UI is mediocre. It would be better if the interface and UI is same as that of other countries' Spotify app.,3,0,2019-04-07 05:19:52,,
A Google user,"I've used Spotify Premium for over 4 years and every update to the UI never fails to make the app more cumbersome and frustrating. The newest update looks terrible, why I want to heart a song in a playlist? It took 4 months to change the settings bug where canvas couldn't be turned off without turning on Data Saver (which greatly reduced the audio quality, and who the hell wants to watch the same 8 seconds of video looping?) PLEASE ALWAYS HAVE A VIEW QUEUE BUTTON WHY WOULD I EVER NOT WANT THAT",2,1,2019-04-07 05:11:16,,
A Google user,Not only is the app non user friendly but now you can't seem to skip songs in your playlist because they made it a premium feature. Unbelievably bad UX coupled with a desire to get as much money out of you as possible. Don't bother. I've been a free member and paid in the past. It's on the way down and out with this attitude.,1,0,2019-04-07 04:27:01,,
A Google user,"used to love this app. but the bug that auto logs me out when in in offline mode *paid service feature* and i close the app. only to have to login and get the you cant login your in offline mode please connect to online to login. How can i be offline when im logged out, should be a simple fix. oh wait no online button at the login menu. only fix they have is unistall and reinstall all your music this has happened 4 times in a month as soon as my suscripton is done its goodbye spotify!",1,0,2019-04-06 20:37:44,,
A Google user,"Recent updates have removed landscape mode for the ""Now playing"" screen and have broken the ""Play/Pause"" intent. No longer suitable for use on my car stereo. Please bring these features back!",2,0,2019-04-06 20:37:16,,
A Google user,"the pop up ad to advertise premium doesn't go away when i press ""dismiss"" so it blocks my feed. i can faintly see that I'm moving my feed underneath but i have to restart the app to see what im doing which is a nuisance",1,0,2019-04-06 16:39:57,,
A Google user,"Spotify needs to work on making more music available I know, all the lawsuits and controversies crippling you..but India loves spotify and that is going to change soon if nothing is done. I am literally waiting to get the premium service but can do that is half of my favourite songs are missing. All the best, hope you'll figure this out soon :)",3,0,2019-04-06 16:17:54,,
A Google user,"The latest update makes my phone crash or freeze as soon as I try to play a song. And on top of that, it almost ruined my phone so that I couldn't boot it correctly. Other than that, it's a great app.",2,0,2019-04-06 14:08:51,,
A Google user,"When it comes to music, all what you need is a good set of hardware, and Spotify. Nothing else. Spotify never cease to amaze me how well built and how much rich it's",5,0,2019-04-06 13:36:55,,
A Google user,"The last update has completely deterred me from wamting to use the spotify app. All my artists have disappeared, and i cannot find my music in my library through artists anymore. Even if i follow every single artist in my library, I cannot view them with only the songs I have saved to my library. In addition, my 'liked songs' or what should be my songs library, (but in this update, it is now counted as a playlist) deletes itself on average about once a week, requiring me to re-download",1,5,2019-04-06 07:53:47,,
A Google user,"the only problem i have is related to spotify premium offer! I did all that was required of me to get one free month or 30 days premium promo. from spotify, but never got that offer to materialise for me yet may-be i did not clearly understand what was requested of me in order to qualify? Can someone tell me what i did wrong...?",4,0,2019-04-06 05:36:55,,
A Google user,very annoyed with the app lately. constantly freezes take forever to skip or pause tracks. nolonger shows quick controls on my lock screen. i have lg styo 4 with android 8.1.0,1,0,2019-04-06 01:41:22,,
A Google user,"Great experience yet the new update has a few hitches. For example, I wish the new player UI could work landscape like the former design, and when swiping album covers to skip, sometimes it displays ""you need premium to peek at the next song"" despite me already having premium.",4,1,2019-04-05 22:57:47,,
A Google user,"This app has been excellent until a few days ago when 5 of my daily mixes became cross contaminated with each other and the 6th one was filled with tons of bands not like anything else I listen to. I was going to go in to dislike all of the bands on the mix but the dislike button is gone and only the heart button remains. the dislike button is still present in the release radar and discover weekly, but not daily mixes. whatever happened in the last update is what caused this.",4,0,2019-04-05 21:33:17,,
A Google user,"Great app, lots of music to choose from, introduced me to a lot of new songs I now daily listen to. One problem. The widget. You seem to have completely ignored it, it's always 4x1 size, and cannot be customized whatsoever. Think about the widget people, we love to customize our layouts of the screen, and this is just a nuisance at the moment. At least it works... Please consider making it customizable. Please",5,1,2019-04-05 11:20:15,,
A Google user,"The UI looked really good in the past, I don't know why it's been changed in the latest update. It makes the app feel more generic and doesn't live up to the clean, Spotify experience",3,1,2019-04-05 09:13:11,,
A Google user,This is the king of online music apps. Music lovers must have this app. It satisfies all music tastes plus its own playlists are awesome. I love its UI/UX which is very fluid and smooth.,5,0,2019-04-05 06:58:24,,
A Google user,"the new UI made it so I cant sort through my downloaded music at all, even if I'm online, and I cant sort through my library at all it sucks change it back. AND I WANT AN ARTIST TAB THAT SHOW ARTIST AND THE WORK I HAVE DOWNLOADED BY THEM NOT THE ONLINE PAGES",1,0,2019-04-05 02:34:46,,
A Google user,"I've been using the app on my mobile and on my laptop for years with the Premium paid mode. On my mobile it works great, not so well on my laptop, though. It keeps popping up when I turn on my computer, even though I have selected for it not to do that. It keeps making my computer crash. It keeps changing my offline playlists to online and then I have to download everything again. It's becoming a nuisance!",3,0,2019-04-04 19:37:33,,
A Google user,Premium member. Can't change songs/pause from the lock screen anymore or via my car uconnect system. Used to be a great app but this lack of functionality is really ruining my experience as I primarily use spotify while driving. Incredibly disappointed.,5,2,2019-04-04 11:57:59,,
A Google user,I would give it more stars but for some reason the search button and the albums you recommend doesn't always work it says something has gone wrong. So I delete the app install log in and then works for abit. You need to fix this I'm using huawei p10 on bt mobile,3,0,2019-04-04 10:49:11,,
A Google user,the best music streaming app I've used. the UI could do with some tweaking because not everything is intuitive. 5 stars none the less. thanks Spotify!,5,0,2019-04-04 07:28:35,,
A Google user,"Randomly disconnects from my car bluetooth and won't allow me to change the song on my stereo or steering wheel buttons- only by going into the app and skipping, in our out of the new garbage ""car view"" feature. Not very safe or useful in a situation where you need to be hands free. I'd love to be able to listen to control my music without either having to risk my safety to change a song or listen to the same 3 songs before it crashes again.",1,1,2019-04-04 05:09:39,,
A Google user,"I love the UI and the beautiful simplicity of Spotify, but there are limited options and features. The web player is not good, as it is often unreliable and loads terribly slow. This is especially apparent when the tab has been open for a while",3,1,2019-04-04 04:25:39,,
A Google user,this last update (as of 4/3/2019) is all I could have asked for. 4 stars because i personally hate the car mode and wish i could turn it off in the settings vs having to hit two buttons every time I get into a car.,4,0,2019-04-03 23:31:25,,
A Google user,"Could be the perfect music app, if not for a terrible UI on Android. Who needs the stupid hide button in plain sight, and where are the repeat buttons?",4,0,2019-04-03 19:28:33,,
A Google user,"The most all inclusive music app that carries most versions/renditions of the music and more one would need. Build a library, listen offline and the quality is almost near the sound dynamics of Amazon.",5,0,2019-04-03 17:02:48,,
A Google user,"really not fond of the new UI, the menu thing for a song (if you wanna see the artists details) is way too far up the screen. also, the heart is a little goofy as compared to the plus (you knew what the plus did intuitively, and didnt need goofy messages to tell you). Also that cheeky message that appears when you remove a song from the library appears everytime. gets old fast",4,3,2019-04-03 16:27:28,,
A Google user,"I love this app. It's a great tool for finding music, building playlists and finding music that's similar to what you listen to but may not have heard. I would give you 5 stars, but I do have one issue. PLEASE pay artists more for their royalties and plays. They work hard and dedicate their lives to making music for people to listen to. Unless they a mainstream band, they are NOT making very good money.",4,0,2019-04-03 15:27:26,,
A Google user,"There's a bug after update 03/04/2019, When the popup of ""premium"" comes in and stick to the UI after 30 second, I cant redirect to previous page as after clicking ""dismiss"", it send me back to current song page. Steps to replicate: 1. Play any song from any playlist. 2. wait for ad to come, run for 30 seconds and then see it stick to screen. 3. click ""dismiss"" on the ad 4. redirect to Current Song page, navigate back, you'll see the same ad and here, it blocks the navigation. [Tester]",3,1,2019-04-03 15:02:30,,
A Google user,"I'd like to see a much better interface an UX for podcasts. the potential is great, but at the moment i have a two key bug bears: 1. can we have the option to mark an entire podcast as played, rather than just individual buttons, sometimes i snooze a podcast and take a break, but the blue icon is difficult to then remove and be able to understand where i actually have new episodes 2. the ability to rate and review podcasts!! i want to see if a podcast is good, not presume just by its tile image",4,1,2019-04-03 12:21:06,,
A Google user,"Very displeased with using Spotify now. As a paid user I dislike the new view of albums, downloads and searching. The UI for the personal libray is now very frustratingly large and slow where it used to be concise and fast. Now, I might aswell put the kettle on and make a coffee in the time it takes to wait for my already downloaded albums to load. Not user friendly for the people who appreciated being able to listen to more than just playlists and podcasts. Very dissatisfied, lost customer...",1,3,2019-04-03 04:55:38,,
A Google user,"Ruined the app for me, I rely on offline mode when im at sea, now I can't play music by artist😐. Honestly what a stupid change. also every update seems to make it harder to use, keep it simple, it was better years ago, don't think I'll be sticking around much longer!!!",1,6,2019-04-02 23:11:36,,
A Google user,"Everything about this is great. Very convenient. however, I'm in the beta program and the canvas option automatically switches off. please fix that. otherwise all songs sound amazing, UI is slick and most of all the song recommendations are amazing.",4,0,2019-04-02 22:04:16,,
A Google user,Like Spotify for content and ease of use. It has not been woeking on my cell and is not still. Spotify responds in a reasonable time but could be quicker.,3,0,2019-04-02 17:17:01,,
A Google user,"Now sort of finally works with BMW ConnectedDrive but taken some time. Some components don't work, but suspect that's more on the BMW side than Spotify. I feel there seems to be a fractious, rather than collaborative relationship between the two. And BMW development is remarkably slow. So connectivity is still a little hit and miss and Spotify does have a few quirks but it does work nowt.",3,0,2019-04-02 17:05:25,,
A Google user,"Fantastic app, great UI and UX, pretty much any music you can think of, but need to pay artists more for their music. €0.0006 per stream is ridiculous.",4,1,2019-04-02 16:14:29,,
A Google user,"cant use this application. I put my birth date month and year to register and it says I do not meet the age requirements, I was born in 1973. i tried several times. I am looking for a music program other than Pandora. Everyone told me to use this. Deceloper needs to fix this.",1,2,2019-04-02 14:48:04,,
A Google user,love the app and all but I miss the swiping function. facing some issues with queuing songs as it'll just remove the 2 next songs after I drag another into the queue list. do fix it.,3,2,2019-04-02 14:41:54,,
A Google user,"i have been a spotify user for about 2 years now, and for the 2 or 3 past days, there have been countless bugs and buffering, so bad at times that it totally FROZE MY PHONE and i had to restart it. this new updaye has been such a problem for me since i have to use aux for my youth group for our fellowships. this would have been a 5 star and above if there was none of this craziness, so please fix your update, thank you!",2,0,2019-04-02 13:09:07,,
